address,city,company_name,phone,state,mon_from,mon_to,tue_from,tue_to,wed_from,wed_to,thu_from,thu_to,fri_from,fri_to,sat_from,sat_to,sun_from,sun_to,zip_code,longitude,latitude,gmaps,created_at,updated_at
3495 lawrence ave. east ,Scarborough,McDonalds, (416) 289-2830,ON, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,07:00, 11:00,06:00,M1H 1B3,-79.2285,43.7582,true,2013-09-12 11:42:10 UTC,2013-09-12 11:42:10 UTC
20202  66th avenue ,Langley,McDonalds, (604) 539-4681,BC, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00,V2Y 1P3,-122.662,49.1235,true,2013-09-12 11:42:11 UTC,2013-09-12 11:42:11 UTC
"5400, boul. jean-talon ouest ",MontrÉal,McDonalds, (514) 739-7272,QC, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,05:00, 08:00,05:00,H4P 2T5,-73.6529,45.4923,true,2013-09-12 11:42:11 UTC,2013-09-12 11:42:11 UTC
1108 pembroke street east ,Pembroke,McDonalds, (613) 732-0059,ON, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00,K8A 8P7,-77.0796,45.8175,true,2013-09-12 11:42:11 UTC,2013-09-12 11:42:11 UTC
298 erie street south ,Leamington,McDonalds, (519) 326-4530,ON, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 08:00,08:00,N8H 3C5,-82.599,42.0366,true,2013-09-12 11:42:12 UTC,2013-09-12 11:42:12 UTC
450 westmorland road ,Saint john,McDonalds, (506) 634-2703,NB, 07:00,09:30, 07:00,09:30, 07:00,09:30, 07:00,09:30, 07:00,09:30, 07:00,09:30, 12:00,05:00,E2J 4Z2,-66.0198,45.308,true,2013-09-12 11:42:12 UTC,2013-09-12 11:42:12 UTC
1555  18th avenue east ,Owen sound,McDonalds, (519) 372-9320,ON, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00,N4K 6Y3,-80.9121,44.5748,true,2013-09-12 11:42:12 UTC,2013-09-12 11:42:12 UTC
7166 highway #1 ,Coldbrook,McDonalds, (902) 678-8227,NS, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,01:00, 05:00,01:00, 05:00,11:59,B4R 1A2,-64.5695,45.0688,true,2013-09-12 11:42:13 UTC,2013-09-12 11:42:13 UTC
"3240, ch. des quatre-bourgeois ",Sainte-foy,McDonalds, (418) 651-5085,QC, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59,G1W 2K8,-71.3111,46.7671,true,2013-09-12 11:42:13 UTC,2013-09-12 11:42:13 UTC
1807 eglinton avenue west ,Toronto,McDonalds, (416) 256-0433,ON, 05:00,01:00, 05:00,01:00, 05:00,01:00, 05:00,01:00, 05:00,01:00, 05:00,01:00, 05:00,01:00,M6E 2H7,-79.4495,43.6956,true,2013-09-12 11:42:13 UTC,2013-09-12 11:42:13 UTC
121 front st east ,Toronto,McDonalds, (416) 868-9998,ON, 06:00,11:59, 06:00,11:59, 06:00,11:59, 06:00,11:59, 06:00,11:59, 06:00,11:59, 06:00,11:00,M5A 4P7,-79.3708,43.6493,true,2013-09-12 11:42:14 UTC,2013-09-12 11:42:14 UTC
1095 woolridge street ,Coquitlam,McDonalds, (604) 718-1169,BC, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,02:00, 05:00,02:00, 05:00,11:59,V3K 7A9,-122.864,49.2334,true,2013-09-12 11:42:14 UTC,2013-09-12 11:42:14 UTC
601 carlton trail ,North battleford,McDonalds, (306) 445-0033,SK, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00,S9A 4A9,-108.269,52.7645,true,2013-09-12 11:42:14 UTC,2013-09-12 11:42:14 UTC
"705, av. du pont nord ",Alma,McDonalds, (418) 662-3639,QC, 05:00,07:00, 05:00,07:00, 05:00,07:00, 05:00,09:00, 05:00,09:00, 05:00,07:00, 05:00,07:00,G8B 6T5,-71.6406,48.5616,true,2013-09-12 11:42:15 UTC,2013-09-12 11:42:15 UTC
4922 46th avenue ,Taber,McDonalds, (403) 223-6433,AB, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00,T1G 2A4,-112.154,49.7804,true,2013-09-12 11:42:15 UTC,2013-09-12 11:42:15 UTC
2900 warden ave ,Scarborough,McDonalds, (416) 491-3199,ON, 06:00,11:00, 06:00,11:00, 06:00,11:00, 06:00,11:00, 06:00,11:00, 06:00,11:00, 06:00,11:00,M1W 2S8,-79.3187,43.7981,true,2013-09-12 11:42:15 UTC,2013-09-12 11:42:15 UTC
334 sykes st s ,Meaford,McDonalds, (519) 538-2905,ON, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00,N4L 1X1,-80.5863,44.5976,true,2013-09-12 11:42:16 UTC,2013-09-12 11:42:16 UTC
"75, rue simonds nord ",Granby,McDonalds, (450) 777-7846,QC, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,05:00, 08:00,05:00,J2J 1L7,-72.7584,45.4051,true,2013-09-12 11:42:16 UTC,2013-09-12 11:42:16 UTC
"Unit #d112, phase i, 8882-170th street ",Edmonton,McDonalds, (780) 414-8500,AB, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 09:00,08:00,T5T 4J7,-113.652,53.5176,true,2013-09-12 11:42:16 UTC,2013-09-12 11:42:16 UTC
"700, autoroute chomedey ouest ",Laval,McDonalds, (450) 969-2745,QC, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,05:00, 08:00,05:00,H7X 3S9,-73.7902,45.5317,true,2013-09-12 11:42:17 UTC,2013-09-12 11:42:17 UTC
Unit 400 cornerstone 6800 48th avenue,Camrose,McDonalds, (780) 672-0589,AB, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00,T4V 4T1,-112.869,53.0231,true,2013-09-12 11:42:17 UTC,2013-09-12 11:42:17 UTC
330 clarke road ,London,McDonalds, (519) 457-2990,ON, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,08:00,N5W 6G4,-81.1716,43.0017,true,2013-09-12 11:42:17 UTC,2013-09-12 11:42:17 UTC
1500 fisher street ,North bay,McDonalds, (705) 494-6003,ON, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00,P1B 2H3,-79.4433,46.3134,true,2013-09-12 11:42:17 UTC,2013-09-12 11:42:17 UTC
1812 vedder way ,Abbotsford,McDonalds, (604) 853-8030,BC, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00,V2S 8K1,-122.271,49.0359,true,2013-09-12 11:42:18 UTC,2013-09-12 11:42:18 UTC
1055 hillside drive ,Kamloops,McDonalds, (250) 372-2161,BC, 07:30,10:00, 07:30,10:00, 07:30,10:00, 07:30,10:00, 07:30,10:00, 07:30,10:00, 07:30,10:00,V2E 2S5,-120.371,50.6655,true,2013-09-12 11:42:18 UTC,2013-09-12 11:42:18 UTC
595 bay st ,Toronto,McDonalds, (416) 591-0662,ON, 06:00,11:00, 06:00,11:00, 06:00,11:00, 06:00,11:00, 06:00,11:00, 06:00,11:00, 06:00,10:00,M5G 1M5,-79.3845,43.6561,true,2013-09-12 11:42:18 UTC,2013-09-12 11:42:18 UTC
2600 hwy #43 ,Kemptville,McDonalds, (613) 258-6539,ON, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:59, 05:00,11:59, 05:00,11:00,K0G 1J9,-76.1395,44.9436,true,2013-09-12 11:42:19 UTC,2013-09-12 11:42:19 UTC
"1154, rue de la faune ",QuÉbec,McDonalds, (418) 845-6323,QC, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00,G3E 1T2,-71.3247,46.8772,true,2013-09-12 11:42:19 UTC,2013-09-12 11:42:19 UTC
3605 portage avenue ,Winnipeg,McDonalds, (204) 949-6014,MB, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 09:00,06:00,R3K 0X3,-97.3038,49.8762,true,2013-09-12 11:42:19 UTC,2013-09-12 11:42:19 UTC
2150 prince of wales drive ,Regina,McDonalds, (306) 546-2540,SK, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00,S4V 3A6,-104.533,50.4495,true,2013-09-12 11:42:20 UTC,2013-09-12 11:42:20 UTC
2010-50th avenue ,Red deer,McDonalds, (403) 341-3254,AB, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00,T4R 3A2,-113.817,52.236,true,2013-09-12 11:42:20 UTC,2013-09-12 11:42:20 UTC
2002 6060 minoru blvd. ,Richmond,McDonalds, (604) 718-1110,BC, 08:00,07:00, 08:00,07:00, 08:00,09:30, 08:00,09:30, 08:00,09:30, 08:00,07:30, 10:30,06:30,V6Y 2V7,-123.14,49.1631,true,2013-09-12 11:42:20 UTC,2013-09-12 11:42:20 UTC
98 danforth ave ,Toronto,McDonalds, (416) 461-2900,ON, 06:00,11:59, 06:00,11:59, 06:00,11:59, 06:00,11:59, 06:00,01:00, 06:00,01:00, 09:00,11:59,M4K 1N2,-79.3559,43.6765,true,2013-09-12 11:42:21 UTC,2013-09-12 11:42:21 UTC
1899 brock rd  ,Pickering,McDonalds, (905) 619-6627,ON, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00,L1V 4H7,-79.0709,43.8451,true,2013-09-12 11:42:21 UTC,2013-09-12 11:42:21 UTC
17940 yonge street ,Newmarket,McDonalds, (905) 895-0845,ON, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,11:00, 07:00,11:00, 07:00,10:00,L3Y 8S4,-79.4848,44.0666,true,2013-09-12 11:42:21 UTC,2013-09-12 11:42:21 UTC
4390 steeles avenue east ,Markham,McDonalds, (905) 415-7772,ON, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00,L3R 9V7,-79.3042,43.8255,true,2013-09-12 11:42:22 UTC,2013-09-12 11:42:22 UTC
"505 main street, highway # 4 ",Montague,McDonalds, (902) 838-2050,PE, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59,C0A 1R0,-62.6433,46.1284,true,2013-09-12 11:42:22 UTC,2013-09-12 11:42:22 UTC
"625, rue sainte-catherine ouest prom. de la cathÉdrale",MontrÉal,McDonalds, (514) 284-0848,QC, 07:00,05:00, 07:00,05:00, 07:00,05:00, 07:00,09:00, 07:00,09:00, 08:00,05:00, 08:00,05:00,H3B 1B7,-73.5695,45.5037,true,2013-09-12 11:42:22 UTC,2013-09-12 11:42:22 UTC
"415, montÉ industrielle ",Rimouski,McDonalds, (418) 722-6864,QC, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,05:00, 08:00,05:00,G5M 1X1,-68.4888,48.4534,true,2013-09-12 11:42:23 UTC,2013-09-12 11:42:23 UTC
"825, boul. jean-gauvin  ",Sainte-foy,McDonalds, (418) 872-6805,QC, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59,G1X 4M6,-71.3701,46.7616,true,2013-09-12 11:42:23 UTC,2013-09-12 11:42:23 UTC
25 frederick street suite #320,Kitchener,McDonalds, (519) 568-8088,ON, 07:00,06:00, 07:00,06:00, 07:00,06:00, 07:00,06:00, 07:00,06:00, 08:00,05:00, 11:00,05:00,N2H 6M8,-80.487,43.4496,true,2013-09-12 11:42:23 UTC,2013-09-12 11:42:23 UTC
3155 argentia road ,Mississauga,McDonalds, (905) 824-3728,ON, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00,L5N 8E1,-79.7883,43.5968,true,2013-09-12 11:42:24 UTC,2013-09-12 11:42:24 UTC
3291 lake thomas drive ,Fall river,McDonalds, (902) 860-3007,NS, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00,B2T 1E6,-63.6187,44.8075,true,2013-09-12 11:42:24 UTC,2013-09-12 11:42:24 UTC
Unit f6 38th avenue & millwoods road ,Edmonton,McDonalds, (780) 414-8520,AB, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00,T6K 3L6,-113.447,53.46,true,2013-09-12 11:42:24 UTC,2013-09-12 11:42:24 UTC
16 murphy square ,Corner brook,McDonalds, (709) 634-7377,NL, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,08:00,A2H 1R4,-57.9701,48.9476,true,2013-09-12 11:42:24 UTC,2013-09-12 11:42:24 UTC
90 aberdeen avenue ,St. john's,McDonalds, (709) 726-4130,NL, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00,A1A 5N6,-52.7157,47.6202,true,2013-09-12 11:42:25 UTC,2013-09-12 11:42:25 UTC
2220 beacon avenue ,Sidney,McDonalds, (250) 655-6040,BC, 06:00,11:59, 06:00,11:59, 06:00,11:59, 06:00,11:59, 06:00,11:59, 06:00,11:59, 06:00,11:59,V8L 1X1,-123.406,48.6495,true,2013-09-12 11:42:25 UTC,2013-09-12 11:42:25 UTC
1000 regional road # 17 ,Newcastle,McDonalds, (905) 987-0505,ON, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:30, 05:00,11:30, 05:00,11:00,L1B 1L9,-78.532,43.9444,true,2013-09-12 11:42:25 UTC,2013-09-12 11:42:25 UTC
2956 hwy 69 north ,Val caron,McDonalds, (705) 897-2369,ON, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00,P3N 1E3,-81.0052,46.6099,true,2013-09-12 11:42:26 UTC,2013-09-12 11:42:26 UTC
81 lombard street ,Smiths falls,McDonalds, (613) 283-8633,ON, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:59, 05:00,11:59, 05:00,11:00,K7A 4Y9,-76.0281,44.8935,true,2013-09-12 11:42:26 UTC,2013-09-12 11:42:26 UTC
"100, rue omer-marcil ",Saint-jean-sur-richelieu,McDonalds, (450) 348-3121,QC, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,05:00, 08:00,05:00,J2W 2X2,-73.2967,45.3317,true,2013-09-12 11:42:26 UTC,2013-09-12 11:42:26 UTC
"Rr #2 ,1835 niagara stone rd ",Niagara on the lake,McDonalds, (905) 468-1809,ON, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00,L0S 1J0,-79.1887,43.2115,true,2013-09-12 11:42:27 UTC,2013-09-12 11:42:27 UTC
3033 st. john's street ,Port moody,McDonalds, (604) 469-4350,BC, 05:30,11:59, 05:30,11:59, 05:30,11:59, 05:30,11:59, 05:30,11:59, 05:30,11:59, 05:30,11:59,V3H 2C4,-122.843,49.2764,true,2013-09-12 11:42:27 UTC,2013-09-12 11:42:27 UTC
300 borough dr unit #3,Scarborough,McDonalds, (416) 279-0722,ON, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00,M1P 4P5,-79.2585,43.7767,true,2013-09-12 11:42:27 UTC,2013-09-12 11:42:27 UTC
700 lawrence ave w ,Toronto,McDonalds, (416) 783-0397,ON, 09:00,09:00, 09:00,09:00, 09:00,09:00, 09:00,09:00, 09:00,09:00, 09:00,06:00, 11:00,05:00,M6A 3B4,-79.4475,43.7172,true,2013-09-12 11:42:28 UTC,2013-09-12 11:42:28 UTC
1399 regent street wal-mart,Fredericton,McDonalds, (506) 444-6236,NB, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 12:00,05:00,E3C 1A3,-66.6646,45.9339,true,2013-09-12 11:42:28 UTC,2013-09-12 11:42:28 UTC
1070 major mackenzie drive east ,Richmond hill,McDonalds, (905) 508-9550,ON, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00,L4S 1P3,-79.4083,43.8767,true,2013-09-12 11:42:28 UTC,2013-09-12 11:42:28 UTC
"1855,  3e avenue ouest ",Val-d'or,McDonalds, (819) 874-4440,QC, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,05:00, 08:00,05:00,J9P 4N7,-77.9708,48.1782,true,2013-09-12 11:42:29 UTC,2013-09-12 11:42:29 UTC
3700 mayor mcgrath drive south ,Lethbridge,McDonalds, (403) 320-2899,AB, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00,T1K 7T6,-112.796,49.6581,true,2013-09-12 11:42:29 UTC,2013-09-12 11:42:29 UTC
"100 corner stone , 800-15th street east",Prince albert,McDonalds, (306) 922-6366,SK, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 09:00,09:00,S6V 8E3,-105.732,53.2005,true,2013-09-12 11:42:29 UTC,2013-09-12 11:42:29 UTC
7001 mumford road halifax centre,Halifax,McDonalds, (902) 454-0040,NS, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 10:00,08:00,B3L 4P1,-63.6185,44.6452,true,2013-09-12 11:42:30 UTC,2013-09-12 11:42:30 UTC
1063 talbot street ,St thomas,McDonalds, (519) 631-2275,ON, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 09:00,09:00,N5P 1G4,-81.1666,42.779,true,2013-09-12 11:42:30 UTC,2013-09-12 11:42:30 UTC
1330 exmouth street ,Sarnia,McDonalds, (519) 542-1345,ON, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59,N7S 3X9,-82.3554,42.9855,true,2013-09-12 11:42:30 UTC,2013-09-12 11:42:30 UTC
4410 west saanich road ,Victoria,McDonalds, (250) 708-3920,BC, 06:00,11:59, 06:00,11:59, 06:00,11:59, 06:00,11:59, 06:00,11:59, 06:00,11:59, 06:00,11:59,V8Z 3E9,-123.388,48.4918,true,2013-09-12 11:42:30 UTC,2013-09-12 11:42:30 UTC
3199 cliffe avenue ,Courtenay,McDonalds, (250) 703-0210,BC, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 09:00,09:00,V9N 2L9,-124.979,49.6721,true,2013-09-12 11:42:31 UTC,2013-09-12 11:42:31 UTC
2200-58th avenue ,Vernon,McDonalds, (250) 542-6422,BC, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00,V1T 9T2,-119.258,50.2892,true,2013-09-12 11:42:31 UTC,2013-09-12 11:42:31 UTC
890 rita road ,Quesnel,McDonalds, (250) 747-0800,BC, 07:30,10:00, 07:30,10:00, 07:30,10:00, 07:30,10:00, 07:30,10:00, 07:30,10:00, 07:30,10:00,V2J 7J3,-122.442,52.9663,true,2013-09-12 11:42:31 UTC,2013-09-12 11:42:31 UTC
4702-43rd avenue ,Cold lake,McDonalds, (780) 594-0340,AB, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00,T9M 1M9,-110.201,54.4081,true,2013-09-12 11:42:32 UTC,2013-09-12 11:42:32 UTC
B4 beaver avenue ,Beaverton,McDonalds, (705) 426-2672,ON, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59,L0K 1A0,-79.1436,44.436,true,2013-09-12 11:42:32 UTC,2013-09-12 11:42:32 UTC
109 mccaul street ,Toronto,McDonalds, (416) 977-6607,ON, 07:00,09:00, 07:00,09:00, 07:00,09:00, 07:00,09:00, 07:00,09:00, 08:00,09:00, 09:00,09:00,M5T 3K5,-79.3911,43.6541,true,2013-09-12 11:42:33 UTC,2013-09-12 11:42:33 UTC
