address,city,company_name,phone,state,mon_from,mon_to,tue_from,tue_to,wed_from,wed_to,thu_from,thu_to,fri_from,fri_to,sat_from,sat_to,sun_from,sun_to,zip_code,longitude,latitude,gmaps,created_at,updated_at
5048 16 Ave Nw,Calgary,Safeway,(403) 288-3219,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T3B 0N3,-114.166,51.0736,,2013-09-16 06:34:02 UTC,2013-09-16 06:34:02 UTC
1200 37 St Sw,Calgary,Safeway,(403) 246-0003,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T3C 1S1,-114.141,51.0415,,2013-09-16 06:34:02 UTC,2013-09-16 06:34:02 UTC
3737-37 St Sw,Calgary,Safeway,(403) 698-8222,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T3E 6L6,-114.141,51.0214,,2013-09-16 06:34:02 UTC,2013-09-16 06:34:02 UTC
99 Crowfoot Crescent Nw,Calgary,Safeway,(403) 239-9000,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T3G 2L5,-114.198,51.1266,,2013-09-16 06:34:02 UTC,2013-09-16 06:34:02 UTC
375 Aspen Glen Landing Sw,Calgary,Safeway,(403) 217-5521,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T3H 0N6,-114.201,51.0388,,2013-09-16 06:34:02 UTC,2013-09-16 06:34:02 UTC
200 Stewart Green Sw,Calgary,Safeway,(403) 246-4484,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T3H 3C8,-114.169,51.0156,,2013-09-16 06:34:02 UTC,2013-09-16 06:34:02 UTC
33 Castleridge Boulevard NE,Calgary,Safeway,(403) 293-0255,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T3J 3J8,-113.951,51.1087,,2013-09-16 06:34:02 UTC,2013-09-16 06:34:02 UTC
850 Saddletowne Cir. Ne,Calgary,Safeway,(403) 293-0915,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T3J 5M1,-113.944,51.1248,,2013-09-16 06:34:02 UTC,2013-09-16 06:34:02 UTC
8120 Beddington Blvd Nw,Calgary,Safeway,(403) 295-6895,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T3K 2A8,-114.073,51.1253,,2013-09-16 06:34:02 UTC,2013-09-16 06:34:02 UTC
6800 48Th Ave,Camrose,Safeway,(780) 672-1211,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T4V 4T1,-112.859,53.018,,2013-09-16 06:34:02 UTC,2013-09-16 06:34:02 UTC
1200 Railway Ave,Canmore,Safeway,(403) 609-2955,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T1W 1R4,-115.358,51.0924,,2013-09-16 06:34:02 UTC,2013-09-16 06:34:02 UTC
100 - 135 Chestermere Station Way,Chestermere,Safeway,(403) 410-9700,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T1X 1V2,-113.824,51.0507,,2013-09-16 06:34:02 UTC,2013-09-16 06:34:02 UTC
304 5 Ave W,Cochrane,Safeway,(403) 851-1290,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T0L 0W4,-114.478,51.1848,,2013-09-16 06:34:02 UTC,2013-09-16 06:34:02 UTC
500 Manning Crossing,Edmonton,Safeway,(780) 475-2896,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T5A 5A1,-113.422,53.6015,,2013-09-16 06:34:02 UTC,2013-09-16 06:34:02 UTC
8118 118 Ave,Edmonton,Safeway,(780) 477-6459,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T5B 0V9,-113.466,53.5704,,2013-09-16 06:34:02 UTC,2013-09-16 06:34:02 UTC
9499 137Th Ave #200,Edmonton,Safeway,(780) 406-6455,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T5E 5R8,-113.488,53.5995,,2013-09-16 06:34:02 UTC,2013-09-16 06:34:02 UTC
11410 104 Ave,Edmonton,Safeway,(780) 424-1087,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T5K 2F5,-113.518,53.5463,,2013-09-16 06:34:03 UTC,2013-09-16 06:34:03 UTC
12950 137 Ave Nw,Edmonton,Safeway,(780) 377-2402,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T5L 5G1,-113.556,53.5886,,2013-09-16 06:34:03 UTC,2013-09-16 06:34:03 UTC
Groat Rd Nw & 111 Ave Nw,Edmonton,Safeway,(780) 451-1860,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T5M 3L8,-113.552,53.559,,2013-09-16 06:34:03 UTC,2013-09-16 06:34:03 UTC
15007 Stony Plain Rd,Edmonton,Safeway,(780) 483-3255,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T5P 4W1,-113.581,53.5413,,2013-09-16 06:34:03 UTC,2013-09-16 06:34:03 UTC
2534 Guardian Rd Nw,Edmonton,Safeway,(780) 490-0418,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T5P 6X9,-113.677,53.5107,,2013-09-16 06:34:03 UTC,2013-09-16 06:34:03 UTC
8720 156 St,Edmonton,Safeway,(780) 486-0584,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T5R 5W9,-113.59,53.5197,,2013-09-16 06:34:03 UTC,2013-09-16 06:34:03 UTC
600-6655 178 St,Edmonton,Safeway,(780) 487-1050,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T5T 4J5,-113.63,53.5149,,2013-09-16 06:34:03 UTC,2013-09-16 06:34:03 UTC
9710 170 St,Edmonton,Safeway,(780) 486-4242,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T5T 4T7,-113.615,53.5341,,2013-09-16 06:34:03 UTC,2013-09-16 06:34:03 UTC
3210 118 Ave,Edmonton,Safeway,(780) 477-6923,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T5W 0Z8,-113.391,53.5704,,2013-09-16 06:34:03 UTC,2013-09-16 06:34:03 UTC
5004 98 Ave. N.West,Edmonton,Safeway,(780) 466-9001,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T6A 0A1,-113.42,53.5379,,2013-09-16 06:34:03 UTC,2013-09-16 06:34:03 UTC
185-8330 82 Ave,Edmonton,Safeway,(780) 469-9464,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T6C 4E3,-113.444,53.518,,2013-09-16 06:34:03 UTC,2013-09-16 06:34:03 UTC
10930 82 Ave,Edmonton,Safeway,(780) 433-6930,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T6G 0S8,-113.513,53.5182,,2013-09-16 06:34:03 UTC,2013-09-16 06:34:03 UTC
111 St Nw & 51 Ave Nw,Edmonton,Safeway,(780) 435-5132,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T6H 4M8,-113.49,53.5462,,2013-09-16 06:34:03 UTC,2013-09-16 06:34:03 UTC
2310 109 St,Edmonton,Safeway,(780) 430-4278,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T6J 3S8,-113.509,53.454,,2013-09-16 06:34:03 UTC,2013-09-16 06:34:03 UTC
100 Millbourne Shopping Centre Nw,Edmonton,Safeway,(780) 462-4424,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T6K 3L6,-113.505,53.5567,,2013-09-16 06:34:03 UTC,2013-09-16 06:34:03 UTC
2331 66 St,Edmonton,Safeway,(780) 450-8180,AB,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,9:00am,6:00pm,10:00am,6:00pm,T6K 4B4,-113.434,53.4544,,2013-09-16 06:34:03 UTC,2013-09-16 06:34:03 UTC
576 Riverbend Square Nw,Edmonton,Safeway,(780) 434-6124,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T6R 2E3,-113.587,53.4687,,2013-09-16 06:34:03 UTC,2013-09-16 06:34:03 UTC
5110 Windermere Blvd Nw,Edmonton,Safeway,(780) 436-1854,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T6W 0L9,-113.615,53.4502,,2013-09-16 06:34:03 UTC,2013-09-16 06:34:03 UTC
9601 Franklin Ave,Fort Mcmurray,Safeway,(780) 790-1988,AB,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,9:00am,6:00pm,10:00am,6:00pm,T9H 2J8,-111.37,56.723,,2013-09-16 06:34:03 UTC,2013-09-16 06:34:03 UTC
121 Signal Road,Fort Mcmurray,Safeway,(780) 791-3909,AB,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,7:00pm,10:00am,6:00pm,10:00am,6:00pm,T9H 4N6,-111.426,56.7317,,2013-09-16 06:34:03 UTC,2013-09-16 06:34:03 UTC
9450-86 Ave,Fort Saskatchewan,Safeway,(780) 998-4065,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T8L 4P4,-113.237,53.6907,,2013-09-16 06:34:03 UTC,2013-09-16 06:34:03 UTC
9925 114 Ave,Grande Prairie,Safeway,(780) 532-7517,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T8V 2N7,-118.792,55.1836,,2013-09-16 06:34:04 UTC,2013-09-16 06:34:04 UTC
8060 100 St,Grande Prairie,Safeway,(780) 833-8620,AB,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,10:00am,6:00pm,10:00am,6:00pm,T8V 6H7,-118.795,55.154,,2013-09-16 06:34:04 UTC,2013-09-16 06:34:04 UTC
6112 50 St,Leduc,Safeway,(780) 986-0407,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T9E 6N7,-113.549,53.2763,,2013-09-16 06:34:04 UTC,2013-09-16 06:34:04 UTC
1702 23 St N,Lethbridge,Safeway,(403) 320-2231,AB,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,10:00am ,,Closed,Closed,T1H 5B3,-112.81,49.7202,,2013-09-16 06:34:04 UTC,2013-09-16 06:34:04 UTC
2750 Fairway Plaza Rd,Lethbridge,Safeway,(403) 328-8444,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,10:00am,6:00pm,10:00am,6:00pm,T1J 3Y7,-112.795,49.668,,2013-09-16 06:34:04 UTC,2013-09-16 06:34:04 UTC
1-550 University Dr,Lethbridge,Safeway,(403) 329-6382,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,10:00am,6:00pm,10:00am,6:00pm,T1J 4T3,-112.894,49.7002,,2013-09-16 06:34:04 UTC,2013-09-16 06:34:04 UTC
5211 44Th St,Lloydminster,Safeway,(780) 875-3448,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T9V 0A7,-110.011,53.278,,2013-09-16 06:34:04 UTC,2013-09-16 06:34:04 UTC
615 Division Ave Se,Medicine Hat,Safeway,(403) 504-2920,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T1A 2J9,-110.687,50.049,,2013-09-16 06:34:04 UTC,2013-09-16 06:34:04 UTC
3292 Dunmore Rd Se,Medicine Hat,Safeway,(403) 527-7537,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T1B 2R4,-110.646,50.007,,2013-09-16 06:34:04 UTC,2013-09-16 06:34:04 UTC
610 Big Rock Lane,Okotoks,Safeway,(403) 938-9341,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T0L 1T0,-113.98,50.7169,,2013-09-16 06:34:04 UTC,2013-09-16 06:34:04 UTC
4407 50th Avenue,Red Deer,Safeway,(403) 346-1886,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T4N 3Z5,-113.814,52.2635,,2013-09-16 06:34:04 UTC,2013-09-16 06:34:04 UTC
6319 50 Ave,Red Deer,Safeway,(403) 343-0224,AB,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,9:00am,6:00pm,& Holidays 10:00am,6:00pm,T4N 4C7,-113.815,52.2824,,2013-09-16 06:34:04 UTC,2013-09-16 06:34:04 UTC
2020 Sherwood Dr,Sherwood Park,Safeway,(780) 467-3037,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T8A 3H9,-113.296,53.5303,,2013-09-16 06:34:04 UTC,2013-09-16 06:34:04 UTC
985 Fir St,Sherwood Park,Safeway,(780) 467-0177,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T8A 4N5,-113.325,53.5139,,2013-09-16 06:34:04 UTC,2013-09-16 06:34:04 UTC
94 Mcleod Ave,Spruce Grove,Safeway,(780) 962-9183,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T7X 1R2,-113.911,53.5423,,2013-09-16 06:34:04 UTC,2013-09-16 06:34:04 UTC
2 Hebert Rd,St. Albert,Safeway,(780) 460-9356,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T8N 5T8,-113.609,53.6218,,2013-09-16 06:34:05 UTC,2013-09-16 06:34:05 UTC
395 St Albert Trail,St. Albert,Safeway,(780) 458-3620,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T8N 5Z9,-113.626,53.6436,,2013-09-16 06:34:05 UTC,2013-09-16 06:34:05 UTC
4202 S Park Dr,Stony Plain,Safeway,(780) 963-2330,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T7Z 1X8,-113.979,53.5411,,2013-09-16 06:34:05 UTC,2013-09-16 06:34:05 UTC
4926 46 Ave,Taber,Safeway,(403) 223-5749,AB,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,10:00am,6:00pm,Closed,Closed,T1G 2A4,-112.151,49.7815,,2013-09-16 06:34:05 UTC,2013-09-16 06:34:05 UTC
3905 56 St,Wetaskiwin,Safeway,(780) 352-2041,AB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,T9A 2B1,-113.39,52.9586,,2013-09-16 06:34:05 UTC,2013-09-16 06:34:05 UTC
100-32500 S Fraser Way,Abbotsford,Safeway,(604) 850-2316,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V2T 4W1,-122.343,49.0476,,2013-09-16 06:34:05 UTC,2013-09-16 06:34:05 UTC
400-9855 Austin Rd,Burnaby,Safeway,(604) 420-3420,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V3J 1N4,-122.897,49.2488,,2013-09-16 06:34:05 UTC,2013-09-16 06:34:05 UTC
6564 E Hastings St,Burnaby,Safeway,(604) 291-2901,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V5B 1S2,-122.968,49.2803,,2013-09-16 06:34:05 UTC,2013-09-16 06:34:05 UTC
4440  Hastings St,Burnaby,Safeway,(604) 205-6922,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V5C 2K2,-123.005,49.281,,2013-09-16 06:34:05 UTC,2013-09-16 06:34:05 UTC
