address,city,company_name,contact_name,employee,fax_number,gender,major_division_description,phone,state,sales,sic_2_code_description,sic_4_code,category,title,url,mon_from,mon_to,tue_from,tue_to,wed_from,wed_to,thu_from,thu_to,fri_from,fri_to,sat_from,sat_to,sun_from,sun_to,zip_code,longitude,latitude,gmaps,mon_closed,tue_closed,wed_closed,thu_closed,fri_closed,sat_closed,sun_closed,status,created_at,updated_at
White oaks mall,London,Toys R Us,,,,,,(519) 963-1080,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,12:00am,05:00pm,N6E 1V4,-81.2251,42.9319,,,,,,,,,,2013-09-23 08:45:03 UTC,2013-09-23 08:45:03 UTC
Keswick shopping centre,Keswick,Toys R Us,,,,,,(905) 476-0474,ON,,,,,,,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,09:30am,06:00pm,11:00am,05:00pm,L4P 2W7,-79.4659,44.2121,,,,,,,,,,2013-09-23 08:45:03 UTC,2013-09-23 08:45:03 UTC
Gerrard square shopping centre,Toronto,Toys R Us,,,,,,(416) 572-0613,ON,,,,,,,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,09:00am,06:00pm,11:00am,06:00pm,M4M 3G6,-79.3389,43.6686,,,,,,,,,,2013-09-23 08:45:03 UTC,2013-09-23 08:45:03 UTC
Sevenoaks shopping centre,Abbotsford,Toys R Us,,,,,,(604) 504 5241,BC,,,,,,,09:30am,05:30pm,09:30am,05:30pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,05:30pm,11:00am,05:00pm,V2S 5A1,-122.313,49.0512,,,,,,,,,,2013-09-23 08:45:03 UTC,2013-09-23 08:45:03 UTC
Seaway mall,Welland,Toys R Us,,,,,,(905)714-0259,ON,,,,,,,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,09:30am,05:30pm,11:00am,05:00pm,L3C 5Z4,-79.2497,43.0153,,,,,,,,,,2013-09-23 08:45:03 UTC,2013-09-23 08:45:03 UTC
Eglinton square shopping centre,Toronto,Toys R Us,,,,,,(416) 644-0858,ON,,,,,,,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,09:30am,06:00pm,12:00am,05:00pm,M1L 2K1,-79.3001,43.7238,,,,,,,,,,2013-09-23 08:45:03 UTC,2013-09-23 08:45:03 UTC
The mall at lawson heights,Saskatoon,Toys R Us,,,,,,(306) 978-0322,SK,,,,,,,10:00am,06:30pm,10:00am,06:30pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,09:30am,06:00pm,12:00am,05:00pm,S7K 5S6,-106.639,52.1689,,,,,,,,,,2013-09-23 08:45:03 UTC,2013-09-23 08:45:03 UTC
"Mapleton avenue & essa road,unit #a15",Barrie,Toys R Us,,,,,,(705) 722-0787,ON,,,,,,,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,09:30am,06:00pm,11:00am,05:00pm,L4N 6A9,-79.7102,44.3379,,,,,,,,,,2013-09-23 08:45:03 UTC,2013-09-23 08:45:03 UTC
Park & tilford shops & gardens shopping centre,North vancouver,Toys R Us,,,,,,(604) 998-1533,BC,,,,,,,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,06:00pm,11:00am,06:00pm,V7J 3S8,-123.041,49.3089,,,,,,,,,,2013-09-23 08:45:03 UTC,2013-09-23 08:45:03 UTC
Smart centres london north,London,Toys R Us,,,,,,(519) 963-2100,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,06:00pm,11:00am,05:00pm,N6G 0A4,-81.3369,43.0084,,,,,,,,,,2013-09-23 08:45:03 UTC,2013-09-23 08:45:03 UTC
Festival marketplace,Stratford,Toys R Us,,,,,,(519) 273-4386,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,05:30pm,12:00am,05:00pm,N5A 6W6,-80.9447,43.3694,,,,,,,,,,2013-09-23 08:45:03 UTC,2013-09-23 08:45:03 UTC
Dixie outlet mall,Mississauga,Toys R Us,,,,,,(905) 891-2149,ON,,,,,,,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,09:30am,06:00pm,11:00am,06:00pm,L5E 1V4,-79.5686,43.5932,,,,,,,,,,2013-09-23 08:45:03 UTC,2013-09-23 08:45:03 UTC
Carrefour de la croisee,Gatineau,Toys R Us,,,,,,(819) 682-0620,QC,,,,,,,09:30am,06:00pm,09:30am,06:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,05:00pm,11:00am,05:00pm,J9H 1A5,-75.8232,45.3964,,,,,,,,,,2013-09-23 08:45:03 UTC,2013-09-23 08:45:03 UTC
Smart centres oshawa north,Oshawa,Toys R Us,,,,,,(905) 433-3757,ON,,,,,,,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,09:30am,06:00pm,11:00am,05:00pm,L1H 7K5,-78.8498,43.9409,,,,,,,,,,2013-09-23 08:45:03 UTC,2013-09-23 08:45:03 UTC
750 rue hains,Drummondville,Toys R Us,,,,,,(819) 472-5570,QC,,,,,,,09:30am,06:00pm,09:30am,06:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,05:00pm,10:00am,05:00pm,J2C 0J2,-72.5214,45.9003,,,,,,,,,,2013-09-23 08:45:04 UTC,2013-09-23 08:45:04 UTC
201 buchanan dr,Charlottetown,Toys R Us,,,,,,(902) 894-7838,PE,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,12:00am,05:00pm,C1E 2E4,-63.1481,46.2643,,,,,,,,,,2013-09-23 08:45:04 UTC,2013-09-23 08:45:04 UTC
5661 hazeldean road,Kanata,Toys R Us,,,,,,(613) 836-3250,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,09:00pm,10:00am,05:00pm,K2S 0P6,-75.9079,45.2858,,,,,,,,,,2013-09-23 08:45:04 UTC,2013-09-23 08:45:04 UTC
3048 blvd de la gare,Vaudreuil-dorion,Toys R Us,,,,,,(450) 455-6105,QC,,,,,,,09:30am,06:00pm,09:30am,06:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,05:00pm,10:00am,05:00pm,J7V 0H1,-74.056,45.3978,,,,,,,,,,2013-09-23 08:45:04 UTC,2013-09-23 08:45:04 UTC
339 main st.,Thunderbay,Toys R Us,,,,,,(807) 345-0110,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,10:00am,06:00pm,P7B 5L6,-89.2383,48.4064,,,,,,,,,,2013-09-23 08:45:04 UTC,2013-09-23 08:45:04 UTC
1331 marine drive,North vancouver,Toys R Us,,,,,,(604) 998-3275,BC,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,06:00pm,10:00am,06:00pm,V7P 3E5,-123.111,49.3239,,,,,,,,,,2013-09-23 08:45:04 UTC,2013-09-23 08:45:04 UTC
150 west drive,Brampton,Toys R Us,,,,,,(905) 454-8697,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,10:00am,06:00pm,L6T 4P9,-79.7355,43.7058,,,,,,,,,,2013-09-23 08:45:04 UTC,2013-09-23 08:45:04 UTC
970 upper wentworth st.,Hamilton,Toys R Us,,,,,,(905) 529-8697,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,07:00pm,10:00am,06:00pm,L9A 4V8,-79.8664,43.2182,,,,,,,,,,2013-09-23 08:45:04 UTC,2013-09-23 08:45:04 UTC
300 steeles avenue west,Thornhill,Toys R Us,,,,,,(905) 731-7093,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,07:00pm,10:00am,06:00pm,L4J 1A1,-79.4307,43.7968,,,,,,,,,,2013-09-23 08:45:04 UTC,2013-09-23 08:45:04 UTC
690 evans avenue,Etobicoke,Toys R Us,,,,,,(416) 621-8697,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,07:00pm,10:00am,06:00pm,M9C 1A1,-79.5557,43.6097,,,,,,,,,,2013-09-23 08:45:04 UTC,2013-09-23 08:45:04 UTC
419 fairway road south,Kitchener,Toys R Us,,,,,,(519) 894-8697,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,09:00pm,10:00am,06:00pm,N2C 1X4,-80.4441,43.4202,,,,,,,,,,2013-09-23 08:45:04 UTC,2013-09-23 08:45:04 UTC
50 thickson rd. south,Whitby,Toys R Us,,,,,,(905) 668-2090,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,06:00pm,10:00am,05:00pm,L1N 7T2,-78.9139,43.8852,,,,,,,,,,2013-09-23 08:45:04 UTC,2013-09-23 08:45:04 UTC
3039 howard avenue,Windsor,Toys R Us,,,,,,(519) 972-8697,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,11:00am,05:00pm,N8X 3T9,-83.0078,42.2748,,,,,,,,,,2013-09-23 08:45:04 UTC,2013-09-23 08:45:04 UTC
"6855,boulevard taschereau",Brossard,Toys R Us,,,,,,(450) 445-1889,QC,,,,,,,09:30am,06:00pm,09:30am,06:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,05:00pm,10:00am,05:00pm,J4Z 1A7,-73.4659,45.4689,,,,,,,,,,2013-09-23 08:45:04 UTC,2013-09-23 08:45:04 UTC
6301 autoroute transcanadienne,Pointe claire,Toys R Us,,,,,,(514) 694-0020,QC,,,,,,,09:30am,06:00pm,09:30am,06:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,05:00pm,10:00am,05:00pm,H9R 5A5,-73.8234,45.4663,,,,,,,,,,2013-09-23 08:45:04 UTC,2013-09-23 08:45:04 UTC
"7125,boulevard newman",Lasalle,Toys R Us,,,,,,(514) 366-4532,QC,,,,,,,09:30am,06:00pm,09:30am,06:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,05:00pm,10:00am,05:00pm,H8N 2K3,-73.6169,45.4448,,,,,,,,,,2013-09-23 08:45:05 UTC,2013-09-23 08:45:05 UTC
2600 boulevard daniel-johnson,Laval,Toys R Us,,,,,,(450) 682-6194,QC,,,,,,,09:30am,06:00pm,09:30am,06:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,05:00pm,10:00am,05:00pm,H7T 2K1,-73.7585,45.5688,,,,,,,,,,2013-09-23 08:45:05 UTC,2013-09-23 08:45:05 UTC
7200 boulevard louis-h-lafontaine,Anjou,Toys R Us,,,,,,(514) 353-6430,QC,,,,,,,09:30am,06:00pm,09:30am,06:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,05:00pm,10:00am,05:00pm,H1M 3N4,-73.5581,45.6003,,,,,,,,,,2013-09-23 08:45:05 UTC,2013-09-23 08:45:05 UTC
"25,chemin de la savane",Gatineau,Toys R Us,,,,,,(819) 246-0606,QC,,,,,,,09:30am,06:00pm,09:30am,06:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,05:00pm,10:00am,05:00pm,J8T 8A4,-75.7023,45.4754,,,,,,,,,,2013-09-23 08:45:05 UTC,2013-09-23 08:45:05 UTC
290 north service rd. w,Oakville,Toys R Us,,,,,,(905) 849-1860,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,07:00pm,10:00am,06:00pm,L6M 2S2,-79.7037,43.4456,,,,,,,,,,2013-09-23 08:45:05 UTC,2013-09-23 08:45:05 UTC
Victoria terrace shopping centre,North york,Toys R Us,,,,,,(416) 757-8588,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,06:00pm,10:00am,06:00pm,M4A 2V6,-79.3128,43.7433,,,,,,,,,,2013-09-23 08:45:05 UTC,2013-09-23 08:45:05 UTC
87 meadowvale drive,Saint catharines,Toys R Us,,,,,,(905) 646-8697,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,07:00pm,10:00am,06:00pm,L2N 3Z8,-79.2542,43.1792,,,,,,,,,,2013-09-23 08:45:05 UTC,2013-09-23 08:45:05 UTC
Southpark village mall,Edmonton,Toys R Us,,,,,,(780) 944-9424,AB,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,11:00am,06:00pm,T6J 5H2,-113.493,53.4752,,,,,,,,,,2013-09-23 08:45:05 UTC,2013-09-23 08:45:05 UTC
9908 170th street,Edmonton,Toys R Us,,,,,,(780) 944-9414,AB,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,11:00am,06:00pm,T5T 5L5,-113.618,53.5364,,,,,,,,,,2013-09-23 08:45:05 UTC,2013-09-23 08:45:05 UTC
2929 32nd ave n e,Calgary,Toys R Us,,,,,,(403) 974-8680,AB,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,11:00am,06:00pm,T1Y 6J1,-113.993,51.08,,,,,,,,,,2013-09-23 08:45:05 UTC,2013-09-23 08:45:05 UTC
10450 macleod trail s e,Calgary,Toys R Us,,,,,,(403) 974-8686,AB,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,11:00am,06:00pm,T2J 0P8,-114.07,50.9588,,,,,,,,,,2013-09-23 08:45:05 UTC,2013-09-23 08:45:05 UTC
1445 saint matthews ave.,Winnipeg,Toys R Us,,,,,,(204) 982-8697,MB,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,10:00am,06:00pm,R3G 0K7,-97.1969,49.8914,,,,,,,,,,2013-09-23 08:45:05 UTC,2013-09-23 08:45:05 UTC
1560 regent ave w,Winnipeg,Toys R Us,,,,,,(204) 982-8690,MB,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,10:00am,06:00pm,R2C 3B4,-97.0612,49.8956,,,,,,,,,,2013-09-23 08:45:05 UTC,2013-09-23 08:45:05 UTC
1683 merivale road,Ottawa,Toys R Us,,,,,,(613) 228-8697,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,09:00pm,10:00am,05:00pm,K2G 3K2,-75.7295,45.3484,,,,,,,,,,2013-09-23 08:45:05 UTC,2013-09-23 08:45:05 UTC
4559 hurontario st.,Mississauga,Toys R Us,,,,,,(905) 568-8697,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,10:00am,06:00pm,L4Z 3L9,-79.65,43.6075,,,,,,,,,,2013-09-23 08:45:05 UTC,2013-09-23 08:45:05 UTC
555 bayfield st.,Barrie,Toys R Us,,,,,,(705) 739-8697,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,06:00pm,10:00am,05:00pm,L4M 4Z9,-79.7117,44.4169,,,,,,,,,,2013-09-23 08:45:05 UTC,2013-09-23 08:45:05 UTC
Markville shopping centre,Markham,Toys R Us,,,,,,(905) 946-8697,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,06:00pm,11:00am,06:00pm,L3R 4M9,-79.2878,43.8678,,,,,,,,,,2013-09-23 08:45:05 UTC,2013-09-23 08:45:05 UTC
Saint laurent shopping centre,Ottawa,Toys R Us,,,,,,(613) 749-8697,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,09:00pm,10:00am,05:00pm,K1K 3B8,-75.64,45.423,,,,,,,,,,2013-09-23 08:45:05 UTC,2013-09-23 08:45:05 UTC
Londonderry mall (beside sportchek),Edmonton,Toys R Us,,,,,,(780) 456-3017,AB,,,,,,,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,09:30am,05:30pm,12:00am,05:00pm,T5C 3C8,-113.446,53.6024,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
1110 lougheed highway,Coquitlam,Toys R Us,,,,,,(604) 654-4775,BC,,,,,,,09:00am,09:00pm,09:00am,09:00pm,09:00am,09:00pm,09:00am,09:00pm,09:00am,09:00pm,09:00am,09:00pm,10:00am,06:00pm,V3K 6S4,-122.86,49.2337,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
Willowbrook mall,Langley,Toys R Us,,,,,,(604) 534-8607,BC,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,07:00pm,10:00am,06:00pm,V3A 7E9,-122.677,49.1156,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
13029 97th street nw,Edmonton,Toys R Us,,,,,,(780) 944-9404,AB,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,11:00am,06:00pm,T5E 4C4,-113.491,53.5907,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
1020 midland avenue,Kingston,Toys R Us,,,,,,(613) 634-8697,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,06:00pm,11:00am,05:00pm,K7L 4V2,-76.5722,44.2595,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
390 north front street,Belleville,Toys R Us,,,,,,(613) 967-8697,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,06:00pm,11:00am,05:00pm,K8P 3E1,-77.4004,44.1893,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
"655,boulevard des promenades",Saint-bruno,Toys R Us,,,,,,(450) 441-8697,QC,,,,,,,09:30am,06:00pm,09:30am,06:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,05:00pm,10:00am,05:00pm,J3V 6A8,-73.3787,45.5092,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
Place laurier,Sainte-foy,Toys R Us,,,,,,(418) 656-8697,QC,,,,,,,09:30am,05:30pm,09:30am,05:30pm,09:30am,05:30pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,05:00pm,10:00am,05:00pm,G1V 2L8,-71.2838,46.7717,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
Upper canada mall,Newmarket,Toys R Us,,,,,,(905) 895-0869,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,06:00pm,11:00am,06:00pm,L3Y 4Z1,-79.485,44.0575,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
Carrefour de l\' estrie,Sherbrooke,Toys R Us,,,,,,(819) 820-8697,QC,,,,,,,09:30am,05:30pm,09:30am,05:30pm,09:30am,05:30pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,05:00pm,10:00am,05:00pm,J1L 1K1,-71.9532,45.402,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
3625 shaganappi trail n w,Calgary,Toys R Us,,,,,,(403) 974-8683,AB,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,08:00pm,11:00am,06:00pm,T3A 0E2,-114.157,51.0856,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
225 1st avenue south,Lethbridge,Toys R Us,,,,,,(403) 329-4869,AB,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,06:00pm,11:00am,05:00pm,T1J 4P2,-112.845,49.6984,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
300 idylwild south,Saskatoon,Toys R Us,,,,,,(306) 653-8697,SK,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,06:00pm,11:00am,05:00pm,S7M 5T4,-106.669,52.125,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
730 albert street,Regina,Toys R Us,,,,,,(306) 781-8697,SK,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,06:00pm,11:00am,05:00pm,S4R 2P5,-104.619,50.4673,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
2020 harvey avenue,Kelowna,Toys R Us,,,,,,(250) 862-8697,BC,,,,,,,09:00am,09:00pm,09:00am,09:00pm,09:00am,09:00pm,09:00am,09:00pm,09:00am,09:00pm,09:00am,07:00pm,10:00am,06:00pm,V1Y 8P8,-119.449,49.8825,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
Lansdowne shopping centre,Richmond,Toys R Us,,,,,,(604) 654-4790,BC,,,,,,,10:00am,06:00pm,10:00am,06:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,09:30am,06:00pm,11:00am,06:00pm,V6X 2X9,-123.131,49.1763,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
