address,city,company_name,contact_name,employee,fax_number,gender,major_division_description,phone,state,sales,sic_2_code_description,sic_4_code,category,title,url,mon_from,mon_to,tue_from,tue_to,wed_from,wed_to,thu_from,thu_to,fri_from,fri_to,sat_from,sat_to,sun_from,sun_to,zip_code,longitude,latitude,gmaps,mon_closed,tue_closed,wed_closed,thu_closed,fri_closed,sat_closed,sun_closed,status,created_at,updated_at
1008 Park Royal South,West Vancouver,Best Buy Mobile,,,,,, (604) 921-9119,BC,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,11:00 AM,6:00 PM,10:00 AM,7:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,9:30 AM,6:00 PM,11:00 AM,6:00 PM,,-123.140335,42.9109331,,,,,,,,,,,
"999 Upper Wentworth St., Unit 0450",Hamilton,Best Buy Mobile,,,,,, (905) 385-0272,ON,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,12:00 AM,12:00 AM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,9:30 AM,6:00 PM,11:00 AM,5:00 PM,,-79.8646,44.5080192,,,,,,,,,,,
"137 Ave. and 66 St., Unit 149",Edmonton,Best Buy Mobile,,,,,, (780) 457-1687,AB,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,12:00 PM,5:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,9:30 AM,5:30 PM,12:00 PM,5:00 PM,,-113.467242,45.2231388,,,,,,,,,,,
"1320 Trans Canada Hwy. W, Unit 261A",Kamloops,Best Buy Mobile,,,,,, (250) 372-8822,BC,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,9:30 AM,5:00 PM,9:30 AM,6:00 PM,9:30 AM,6:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,6:00 PM,9:30 AM,5:00 PM,,-120.369945,43.86081841,,,,,,,,,,,
"9855 Austin Ave., Unit 118",Burnaby,Best Buy Mobile,,,,,, (604) 420-2930,BC,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,10:00 AM,6:00 PM,10:00 AM,6:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,9:30 AM,6:00 PM,11:00 AM,6:00 PM,,-122.895935,48.7187311,,,,,,,,,,,
"645 Landsdowne St. W, Unit 136B",Peterborough,Best Buy Mobile,,,,,, (705) 743-0111,ON,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,12:00 AM,12:00 AM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,6:00 PM,11:00 AM,5:00 PM,,-78.329995,44.318209,,,,,,,,,,,
"550 King St. N, Unit H16",Waterloo,Best Buy Mobile,,,,,, (519) 772-0341,ON,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,12:00 AM,12:00 AM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,6:00 PM,12:00 PM,5:00 PM,,-80.530221,43.8721745,,,,,,,,,,,
"3131 Boul. dela Cote-Vertu, Unit C7",Saint-Laurent,Best Buy Mobile,,,,,, (514) 906-2500,QC,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,10:00 AM,6:00 PM,10:00 AM,6:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,9:00 AM,5:00 PM,10:00 AM,5:00 PM,,-73.703547,43.8626478,,,,,,,,,,,
"435 Stone Rd. W, Unit P7",Guelph,Best Buy Mobile,,,,,, (226) 251-3050,ON,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,12:00 AM,12:00 AM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,9:30 AM,9:00 PM,11:00 AM,5:00 PM,,-80.236831,43.893483,,,,,,,,,,,
"2121 Carling Ave., Unit 8",Ottawa,Best Buy Mobile,,,,,, (613) 729-0972,ON,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,12:00 AM,12:00 AM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,10:00 AM,6:00 PM,,-75.771339,44.4778213,,,,,,,,,,,
"1355 Kingston Rd., Unit 78",Pickering,Best Buy Mobile,,,,,, (905) 837-3078,ON,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,12:00 AM,12:00 AM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,9:30 AM,6:00 PM,11:00 AM,6:00 PM,,-79.711607,46.314,,,,,,,,,,,
"110 Place d' Orleans Dr., Unit 0200",Ottawa,Best Buy Mobile,,,,,, (613) 834-3276,ON,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,12:00 AM,12:00 AM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,11:00 AM,5:00 PM,,-75.517337,44.5989642,,,,,,,,,,,
"509 Bayfield St., Unit B005",Barrie,Best Buy Mobile,,,,,, (705) 725-9780,ON,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,12:00 AM,12:00 AM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,6:00 PM,11:00 AM,5:00 PM,,-79.7116,44.7502623,,,,,,,,,,,
"13450 102nd Ave., Unit 142",Surrey,Best Buy Mobile,,,,,, (604) 634-0221,BC,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,11:00 AM,6:00 PM,10:00 AM,6:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,6:00 PM,11:00 AM,6:00 PM,,-122.845747,44.7126336,,,,,,,,,,,
"4820 Kingsway, Unit 228",Burnaby,Best Buy Mobile,,,,,, (604) 629-1900,BC,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,11:00 AM,7:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,11:00 AM,7:00 PM,,-122.995861,43.5367205,,,,,,,,,,,
"6551 No. 3 Rd., Unit 1111B",Richmond,Best Buy Mobile,,,,,, (778) 296-3804,BC,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,11:00 AM,6:00 PM,9:30 AM,7:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,7:00 PM,11:00 AM,6:00 PM,,-123.136822,43.5153436,,,,,,,,,,,
"3401 Dufferin St., Unit 303",Toronto,Best Buy Mobile,,,,,, (416) 644-1107,ON,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,12:00 AM,12:00 AM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,9:30 AM,9:00 PM,11:00 AM,7:00 PM,,-79.4571,44.9299113,,,,,,,,,,,
"4747 67th St., Unit 221",Red Deer,Best Buy Mobile,,,,,, (403) 340-8315,AB,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,11:00 AM,5:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,6:00 PM,11:00 AM,5:00 PM,,-113.809093,43.7181113,,,,,,,,,,,
"100 Anderson Rd. SE, Unit 346",Calgary,Best Buy Mobile,,,,,, (403) 225-4919,AB,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,11:00 AM,6:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,8:00 PM,11:00 AM,6:00 PM,,-114.061311,43.6259774,,,,,,,,,,,
"4900 27th St., Unit 205",Vernon,Best Buy Mobile,,,,,, (250) 545-1136,BC,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,11:00 AM,5:00 PM,9:30 AM,5:30 PM,9:30 AM,5:30 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,5:30 PM,11:00 AM,5:00 PM,,-119.266632,43.5898167,,,,,,,,,,,
"500 Rexdale Blvd., Unit F006",Etobicoke,Best Buy Mobile,,,,,, (416) 640-1953,ON,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,12:00 AM,12:00 AM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,9:30 AM,6:00 PM,12:00 PM,5:00 PM,,-79.708034,43.6110583,,,,,,,,,,,
"300 Borough Drive, Unit 763A",Scarborough,Best Buy Mobile,,,,,, (416) 279-0674,ON,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,12:00 AM,12:00 AM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,9:30 AM,9:00 PM,11:00 AM,7:00 PM,,-79.253936,43.6150828,,,,,,,,,,,
"2960 Kingsway Dr., Unit G005A",Kitchener,Best Buy Mobile,,,,,, (519) 340-3030,ON,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,12:00 AM,12:00 AM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,6:00 PM,12:00 PM,5:00 PM,,-80.43747,43.5829004,,,,,,,,,,,
"945 Gardiners Rd., Unit L078",Kingston,Best Buy Mobile,,,,,, (613) 389-9616,ON,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,11:00 AM,5:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,6:00 PM,11:00 AM,5:00 PM,,-76.568709,43.5575462,,,,,,,,,,,
"6464 Yonge St., Unit 106",North York,Best Buy Mobile,,,,,, (416) 218-8718,ON,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,12:00 AM,12:00 AM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,9:30 AM,6:00 PM,12:00 PM,6:00 PM,,-79.419754,43.5643885,,,,,,,,,,,
"800 Grand Lake Rd., Unit E63",Sydney,Best Buy Mobile,,,,,, (902) 539-9941,NS,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,12:00 AM,12:00 AM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,12:00 PM,5:00 PM,,-60.136059,43.5117912,,,,,,,,,,,
"3147 Douglas St., Unit 344",Victoria,Best Buy Mobile,,,,,, (250) 382-3893,BC,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,11:00 AM,6:00 PM,10:00 AM,6:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,6:00 PM,11:00 AM,6:00 PM,,-123.371549,43.527191,,,,,,,,,,,
"6631 Island Hwy. N, Unit 52",Nanaimo,Best Buy Mobile,,,,,, (250) 390-2026,BC,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,11:00 AM,6:00 PM,10:00 AM,6:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,7:00 PM,11:00 AM,6:00 PM,,-124.046057,43.5513052,,,,,,,,,,,
"2929 Barnet Hwy., Unit 2108",Coquitlam,Best Buy Mobile,,,,,, (604) 468-2082,BC,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,11:00 AM,6:00 PM,10:00 AM,6:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,9:30 AM,6:00 PM,11:00 AM,6:00 PM,,-122.800381,43.5905207,,,,,,,,,,,
"701 West Georgia St., Unit D038A",Vancouver,Best Buy Mobile,,,,,, (604) 688-3310,BC,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,11:00 AM,6:00 PM,10:00 AM,7:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,7:00 PM,11:00 AM,6:00 PM,,-123.118187,43.5845365,,,,,,,,,,,
"7999 Boul. Les Galeries d'Anjou, Unit R006",Anjou,Best Buy Mobile,,,,,, (514) 352-2212,QC,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,9:00 AM,5:00 PM,10:00 AM,5:00 PM,,-73.568487,43.613908,,,,,,,,,,,
"5100 Erin Mills Pky., Unit F014",Mississauga,Best Buy Mobile,,,,,, (905) 412-3177,ON,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,12:00 AM,12:00 AM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,9:30 AM,6:00 PM,11:00 AM,6:00 PM,,-79.706873,43.474044,,,,,,,,,,,
"240 Leighland Ave., Unit 210A",Oakville,Best Buy Mobile,,,,,, (289) 291-1411,ON,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,12:00 AM,12:00 AM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,9:30 AM,6:00 PM,11:00 AM,5:00 PM,,-79.688705,44.9017036,,,,,,,,,,,
"1680 Richmond St. N, Unit L027",London,Best Buy Mobile,,,,,, (519) 679-4575,ON,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,12:00 AM,12:00 AM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,12:00 PM,5:00 PM,,-81.245755,43.9865438,,,,,,,,,,,
"355 Hespeler Rd., Unit 301",Cambridge,Best Buy Mobile,,,,,, (519) 629-0556,ON,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,12:00 AM,12:00 AM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,11:00 AM,5:00 PM,,-80.3228,44.2595882,,,,,,,,,,,
"8882 170 St. NW, Unit K-049",Edmonton,Best Buy Mobile,,,,,, (780) 484-1595,AB,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,10:00 AM,6:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,11:00 AM,6:00 PM,,-113.615707,45.29346743,,,,,,,,,,,
"250 The East Mall, Unit 281",Etobicoke,Best Buy Mobile,,,,,, (416) 207-1733,ON,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,12:00 AM,12:00 AM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,9:30 AM,6:00 PM,12:00 PM,5:00 PM,,-79.554428,43.3792702,,,,,,,,,,,
"7275 Rue Sherbrooke E, Unit 121",Montreal,Best Buy Mobile,,,,,, (514) 798-0415,QC,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:00 AM,5:00 PM,10:00 AM,5:00 PM,,-73.654663,47.5099474,,,,,,,,,,,
"6815 Trans Canada Hwy, Unit Z040",Pointe-Claire,Best Buy Mobile Kiosk,,,,,, (514) 426-3484,QC,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,9:00 AM,5:00 PM,10:00 AM,5:00 PM,,-73.830459,44.0361018,,,,,,,,,,,
"3625 Shaganappi Trail NW, Unit Z029",Calgary,Best Buy Mobile Kiosk,,,,,, (403) 247-2493,AB,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,11:00 AM,6:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,9:30 AM,8:00 PM,11:00 AM,6:00 PM,,-114.152986,44.0597151,,,,,,,,,,,
"3035 Boul. Le Carrefour, Unit ZD03",Laval,Best Buy Mobile Kiosk,,,,,, (450) 781-0732,QC,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,9:00 AM,5:00 PM,10:00 AM,5:00 PM,,-73.749985,44.0649242,,,,,,,,,,,
"5000 Hwy. 7, Unit Z130",Markham,Best Buy Mobile Kiosk,,,,,, (905) 513-0109,ON,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,12:00 AM,12:00 AM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,9:30 AM,6:00 PM,11:00 AM,6:00 PM,,-79.291946,43.108533,,,,,,,,,,,
"8882 170 St. NW, Unit J-215",Edmonton,Best Buy Mobile Kiosk,,,,,, (780) 487-8994,AB,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,,,,,,,,,,,,,,,,-113.467242,43.0894657,,,,,,,,,,,
6301 Silver Dart Drive,Mississauga,Best Buy Express Kiosk,,,,,, (866) 237-8289,ON,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,,,,,,,,,,,,,,,,-79.62194,43.1190299,,,,,,,,,,,
12001 Hwy 400 N,King City,Best Buy Express Kiosk,,,,,, (866) 237-8289,ON,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,,,,,,,,,,,,,,,,-79.571007,49.0158791,,,,,,,,,,,
9070 Wellington Ave.,Winnipeg,Best Buy Express Kiosk,,,,,, (866) 237-8289,MB,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,,,,,,,,,,,,,,,,-97.223297,46.136077,,,,,,,,,,,
6831 Sub Blvd.,Vancouver,Best Buy Express Kiosk,,,,,, (866) 237-8289,BC,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,,,,,,,,,,,,,,,,-123.25145,46.2785673,,,,,,,,,,,
1 Ferry Causeway,Delta,Best Buy Express Kiosk,,,,,, (866) 237-8289,BC,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,,,,,,,,,,,,,,,,-123.119723,46.3200064,,,,,,,,,,,
Patricia Bay Highway,North Saanich,Best Buy Express Kiosk,,,,,, (866) 237-8289,BC,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,,,,,,,,,,,,,,,,-123.410759,46.3183251,,,,,,,,,,,
1 Ferry Causeway,Delta,Best Buy Express Kiosk,,,,,, (866) 237-8289,BC,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,,,,,,,,,,,,,,,,-123.119723,43.7864216,,,,,,,,,,,
1 Bell Blvd.,Enfield,Best Buy Express Kiosk,,,,,, (866) 237-8289,NS,,,,Electronics,,http://www.bestbuy.ca/en-CA/home.aspx,,,,,,,,,,,,,,,,-63.516022,43.7939375,,,,,,,,,,,
