address,city,company_name,phone,state,mon_from,mon_to,tue_from,tue_to,wed_from,wed_to,thu_from,thu_to,fri_from,fri_to,sat_from,sat_to,sun_from,sun_to,zip_code,longitude,latitude,gmaps,created_at,updated_at
50 Market Street,Antigonish,Walmart,902-867-1279,NS,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,10:00am,8:00pm,B2G 3B4,-62.0128,45.6105,,2013-09-16 12:34:03 UTC,2013-09-16 12:34:03 UTC
39210 Discovery Way,Squamish,Walmart,604-815-4337,BC,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,V8B 0N1,-123.151,49.7215,,2013-09-16 12:34:03 UTC,2013-09-16 12:34:03 UTC
108 Starrs Road,Yarmouth,Walmart,902-749-2306,NS,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,10:00am,8:00pm,B5A 2T5,-66.1007,43.8434,,2013-09-16 12:34:03 UTC,2013-09-16 12:34:03 UTC
492 Highway 303,Digby,Walmart,902-245-6020,NS,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,10:00am,6:00pm,B0V 1A0,-65.7707,44.5995,,2013-09-16 12:34:03 UTC,2013-09-16 12:34:03 UTC
3355 Johnston Road Hwy 4,Port Alberni,Walmart,250-720-0912,BC,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,V9Y 8K1,-124.782,49.2661,,2013-09-16 12:34:03 UTC,2013-09-16 12:34:03 UTC
"3130,rue Laval",Lac-M,Walmart,819-583-2882,QC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,5:00pm,8:00am,5:00pm,G6B 1A4,-70.9117,45.5932,,2013-09-16 12:34:03 UTC,2013-09-16 12:34:03 UTC
"400,rue Laverdure",Sainte-Agathe-des-Monts,Walmart,819-326-9559,QC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,5:00pm,8:00am,5:00pm,J8C 0A2,-74.2727,46.0446,,2013-09-16 12:34:03 UTC,2013-09-16 12:34:03 UTC
1000 Navigator Rd,Winkler,Walmart,204-325-4141,MB,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,Closed,Closed,R6W 4B6,-97.9365,49.194,,2013-09-16 12:34:03 UTC,2013-09-16 12:34:03 UTC
1 Pine Drive,Parry Sound,Walmart,705-746-1573,ON,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,P2A 2C3,-80.0102,45.3439,,2013-09-16 12:34:03 UTC,2013-09-16 12:34:03 UTC
"150,rue Piuze",Matane,Walmart,418-566-4779,QC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,5:00pm,8:00am,5:00pm,G4W 4T2,-67.5639,48.8439,,2013-09-16 12:34:03 UTC,2013-09-16 12:34:03 UTC
272 McGettigan Blvd.,Marystown,Walmart,709-279-3022,NL,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,9:00am,7:00pm,A0E 2M0,-55.1481,47.1808,,2013-09-16 12:34:03 UTC,2013-09-16 12:34:03 UTC
1016 Manitoba Ave.,Selkirk,Walmart,204-785-1886,MB,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,9:00am,6:00pm,R1A 4M1,-96.8982,50.1561,,2013-09-16 12:34:03 UTC,2013-09-16 12:34:03 UTC
"1801 South Railway Ave,",Drumheller,Walmart,403-820-7744,AB,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,T0J 0Y0,-112.682,51.4451,,2013-09-16 12:34:04 UTC,2013-09-16 12:34:04 UTC
1050 Hoover Park Drive,Stouffville,Walmart,905-640-8848,ON,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,L4A 0K2,-79.2749,43.958,,2013-09-16 12:34:04 UTC,2013-09-16 12:34:04 UTC
601 - 1500 Main Street S. W.,Slave Lake,Walmart,780-849-9579,AB,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,T0G 2A4,-114.78,55.2689,,2013-09-16 12:34:04 UTC,2013-09-16 12:34:04 UTC
450 Terminal Avenue,Ottawa,Walmart,613-562-0500,ON,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,K1G 0Z3,-75.6512,45.4147,,2013-09-16 12:34:04 UTC,2013-09-16 12:34:04 UTC
"5205,boul. Robert-Bourassa Laval",Laval,Walmart,450-661-7447,QC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,5:00pm,8:00am,5:00pm,H7E 0A3,-73.6986,45.6096,,2013-09-16 12:34:04 UTC,2013-09-16 12:34:04 UTC
805 Victoria St.,Edmundston,Walmart,506-735-3939,NB,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,9:00am,6:00pm,E3V 3T3,-68.3446,47.3945,,2013-09-16 12:34:04 UTC,2013-09-16 12:34:04 UTC
4721-70th Street,Stettler,Walmart,403-742-4404,AB,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,9:00pm,T0C 2L1,-112.74,52.3217,,2013-09-16 12:34:04 UTC,2013-09-16 12:34:04 UTC
500 Vanier Ave.,Labrador City,Walmart,709-944-3378,NL,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,Closed,Closed,A2V 2W7,-66.9219,52.9483,,2013-09-16 12:34:04 UTC,2013-09-16 12:34:04 UTC
100 - 3900 Crawford Avenue,Merritt,Walmart,250-315-1366,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,7:00pm,V1K 0A4,-120.763,50.1219,,2013-09-16 12:34:04 UTC,2013-09-16 12:34:04 UTC
"150 Carroll Street East,RR 1",Strathroy,Walmart,519-245-7200,ON,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,9:00pm,8:00am,8:00pm,N7G 3H3,-81.6076,42.9493,,2013-09-16 12:34:04 UTC,2013-09-16 12:34:04 UTC
10 Cambridge Street,Collingwood,Walmart,705-445-9262,ON,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,L9Y 0A1,-80.2378,44.5009,,2013-09-16 12:34:04 UTC,2013-09-16 12:34:04 UTC
"750,107e Rue",Saint-Georges-de-Beauce,Walmart,418-220-0101,QC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,5:00pm,8:00am,5:00pm,G5Y 0A1,-70.6769,46.1314,,2013-09-16 12:34:04 UTC,2013-09-16 12:34:04 UTC
89 Jim Kimmett Blvd.,Napanee,Walmart,613-354-3100,ON,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,8:00am,8:00pm,K7R 3L1,-76.9614,44.2584,,2013-09-16 12:34:04 UTC,2013-09-16 12:34:04 UTC
2190 Rymal Road East,Hamilton,Walmart,905-692-7000,ON,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,L0R 1P0,-79.7784,43.1696,,2013-09-16 12:34:04 UTC,2013-09-16 12:34:04 UTC
430 Connell Street,Woodstock,Walmart,506-324-8099,NB,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,12:00pm,5:00pm,E7M 5R5,-67.6048,46.173,,2013-09-16 12:34:04 UTC,2013-09-16 12:34:04 UTC
"700,rue de la Concorde",Saint-Romuald,Walmart,418-834-5115,QC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,5:00pm,8:00am,5:00pm,G6W 8A8,-71.2738,46.7289,,2013-09-16 12:34:04 UTC,2013-09-16 12:34:04 UTC
4500 - 64th Street,Taber,Walmart,403-223-3458,AB,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,T1G 0A4,-112.127,49.7831,,2013-09-16 12:34:04 UTC,2013-09-16 12:34:04 UTC
3000 Highway 43,Kemptville,Walmart,613-258-6295,ON,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,K0G 1J0,-75.626,45.0254,,2013-09-16 12:34:04 UTC,2013-09-16 12:34:04 UTC
5750 - 2nd Avenue,Edson,Walmart,780-723-6357,AB,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,T7E 0A1,-116.448,53.5763,,2013-09-16 12:34:04 UTC,2013-09-16 12:34:04 UTC
200 Ranch Market,Strathmore,Walmart,403-934-9776,AB,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,T1P 0A8,-113.38,51.0382,,2013-09-16 12:34:05 UTC,2013-09-16 12:34:05 UTC
2881 Main Street SW,Airdrie,Walmart,403-945-1295,AB,6:00am,12:00am,6:00am,12:00am,6:00am,12:00am,6:00am,12:00am,6:00am,12:00am,6:00am,12:00am,6:00am,12:00am,T4B 3G5,-114.004,51.2627,,2013-09-16 12:34:05 UTC,2013-09-16 12:34:05 UTC
80 Main Street,Sussex,Walmart,506-432-1814,NB,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,12:00pm,5:00pm,E4E 1Y6,-65.5281,45.7249,,2013-09-16 12:34:05 UTC,2013-09-16 12:34:05 UTC
40 Depot Drive,Bracebridge,Walmart,705-646-0550,ON,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,P1L 0A1,-79.2921,45.049,,2013-09-16 12:34:05 UTC,2013-09-16 12:34:05 UTC
680 Laval Drive,Oshawa,Walmart,905-438-1400,ON,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,L1J 0B5,-78.8793,43.8776,,2013-09-16 12:34:05 UTC,2013-09-16 12:34:05 UTC
"3050,boul. de la Gare",Vaudreuil-Dorion,Walmart,450-510-3314,QC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,5:00pm,8:00am,5:00pm,J7V 9J5,-74.0542,45.3982,,2013-09-16 12:34:05 UTC,2013-09-16 12:34:05 UTC
5122-Hwy 21,Port Elgin,Walmart,519-389-6150,ON,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,N0H 2C0,-81.4166,44.4166,,2013-09-16 12:34:05 UTC,2013-09-16 12:34:05 UTC
3001 Richelieu St.,Rockland,Walmart,613-446-5730,ON,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,6:00pm,K4K 0B5,-75.3055,45.5338,,2013-09-16 12:34:05 UTC,2013-09-16 12:34:05 UTC
800 Matheson Blvd. West,Mississauga,Walmart,905-817-9688,ON,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,L5V 2N6,-79.6905,43.6079,,2013-09-16 12:34:05 UTC,2013-09-16 12:34:05 UTC
2901 - 13th Ave,Wainwright,Walmart,780-842-3144,AB,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,T9W 0A1,-110.83,52.8426,,2013-09-16 12:34:05 UTC,2013-09-16 12:34:05 UTC
"60 McNaughton Avenue,Unit 16",Wallaceburg,Walmart,519-627-8840,ON,7:00am,9:00pm,7:00am,9:00pm,7:00am,9:00pm,7:00am,9:00pm,7:00am,9:00pm,7:00am,9:00pm,8:00am,6:00pm,N8A 1R9,-82.3838,42.5866,,2013-09-16 12:34:05 UTC,2013-09-16 12:34:05 UTC
710 - 11th Ave East,Kindersley,Walmart,306-463-1330,SK,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,S0L 1S0,-109.144,51.4741,,2013-09-16 12:34:05 UTC,2013-09-16 12:34:05 UTC
125 Two Nations Crossing,Fredericton,Walmart,506-444-9186,NB,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,12:00pm,5:00pm,E3A 0T3,-66.627,45.986,,2013-09-16 12:34:05 UTC,2013-09-16 12:34:05 UTC
9701- 78th Street,Peace River,Walmart,780-624-8911,AB,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,T8S 0A3,-117.339,56.2355,,2013-09-16 12:34:05 UTC,2013-09-16 12:34:05 UTC
1535 Highway 7A - Building A,Port Perry,Walmart,905-985-1531,ON,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,8:00am,8:00pm,L9L 1B5,-78.963,44.094,,2013-09-16 12:34:05 UTC,2013-09-16 12:34:05 UTC
1100 Table Mountain Road,Pincher Creek,Walmart,403-627-1790,AB,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,T0K 1W0,-113.948,49.4984,,2013-09-16 12:34:05 UTC,2013-09-16 12:34:05 UTC
6809 Highway 16A West,Vegreville,Walmart,780-632-6016,AB,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,T9C 0A2,-112.085,53.5059,,2013-09-16 12:34:05 UTC,2013-09-16 12:34:05 UTC
400 Sandwich St. South,Amherstburg,Walmart,519-736-5600,ON,7:00am,9:00pm,7:00am,9:00pm,7:00am,9:00pm,7:00am,9:00pm,7:00am,9:00pm,7:00am,9:00pm,8:00am,6:00pm,N9V 3L4,-83.1081,42.0972,,2013-09-16 12:34:05 UTC,2013-09-16 12:34:05 UTC
450 McNeely Avenue,Carleton Place,Walmart,613-253-1319,ON,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,K7C 0A6,-76.1235,45.1361,,2013-09-16 12:34:05 UTC,2013-09-16 12:34:05 UTC
"1935,rue Sherbrooke",Magog,Walmart,819-868-0471,QC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,5:00pm,8:00am,5:00pm,J1X 2T5,-72.1268,45.2799,,2013-09-16 12:34:06 UTC,2013-09-16 12:34:06 UTC
1477 Island Highway,Campbell River,Walmart,250-287-3631,BC,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,V9W 8C9,-125.26,50.0329,,2013-09-16 12:34:06 UTC,2013-09-16 12:34:06 UTC
3195 - 26th Ave North,Lethbridge,Walmart,403-380-6722,AB,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,T1H 5P4,-112.794,49.7272,,2013-09-16 12:34:06 UTC,2013-09-16 12:34:06 UTC
9455 Mississauga Rd,Brampton,Walmart,905-451-6307,ON,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,L6X 0B3,-79.8148,43.6561,,2013-09-16 12:34:06 UTC,2013-09-16 12:34:06 UTC
5995 Steeles Avenue East,Scarborough,Walmart,416-298-1210,ON,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,M1V 5P6,-79.2517,43.8365,,2013-09-16 12:34:06 UTC,2013-09-16 12:34:06 UTC
8300-Hwy 27,Woodbridge,Walmart,905-851-4648,ON,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,L4H 0R9,-79.625,43.7864,,2013-09-16 12:34:06 UTC,2013-09-16 12:34:06 UTC
30 Dunham Drive,Alliston,Walmart,705-435-7100,ON,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,L9R 0G1,-79.8232,44.1624,,2013-09-16 12:34:06 UTC,2013-09-16 12:34:06 UTC
"Unit 400-6900,46th Street",Olds,Walmart,403-556-3844,AB,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,T4H 0A2,-114.137,51.796,,2013-09-16 12:34:06 UTC,2013-09-16 12:34:06 UTC
"1001,rue des Migrateurs",Lachenaie,Walmart,450-657-7407,QC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,5:00pm,8:00am,5:00pm,J6V 0A8,-73.505,45.7141,,2013-09-16 12:34:06 UTC,2013-09-16 12:34:06 UTC
"51,boul. de la Gappe",Gatineau,Walmart,819-246-4633,QC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,5:00pm,8:00am,5:00pm,J8T 0B5,-75.719,45.4635,,2013-09-16 12:34:06 UTC,2013-09-16 12:34:06 UTC
100 Stonebridge Blvd.,Wasaga Beach,Walmart,705-422-7100,ON,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,L9Z 0C1,-80.0068,44.5249,,2013-09-16 12:34:06 UTC,2013-09-16 12:34:06 UTC
7979 - 11 St. SE,Calgary,Walmart,403-301-2051,AB,6:00am,12:00am,6:00am,12:00am,6:00am,12:00am,6:00am,12:00am,6:00am,12:00am,6:00am,12:00am,6:00am,12:00am,T2H 0B8,-114.043,50.9837,,2013-09-16 12:34:06 UTC,2013-09-16 12:34:06 UTC
2170 Louie Drive,Westbank,Walmart,250-768-2417,BC,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,V4T 1Y2,-119.612,49.8404,,2013-09-16 12:34:06 UTC,2013-09-16 12:34:06 UTC
6110 Currents Dr. NW,Edmonton,Walmart,780-438-1190,AB,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,T6W 0L7,-113.602,53.4373,,2013-09-16 12:34:06 UTC,2013-09-16 12:34:06 UTC
3600 Major Mackenzie Drive,Vaughan,Walmart,905-832-4060,ON,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,L6A 1S1,-79.5542,43.8456,,2013-09-16 12:34:06 UTC,2013-09-16 12:34:06 UTC
545 Holland St. West,Bradford,Walmart,905-775-1610,ON,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,L3Z 0C1,-79.5959,44.1073,,2013-09-16 12:34:06 UTC,2013-09-16 12:34:06 UTC
3420 - 47th Ave,Sylvan Lake,Walmart,403-887-7590,AB,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,T4S 0B6,-114.074,52.3047,,2013-09-16 12:34:06 UTC,2013-09-16 12:34:06 UTC
3585 Grandview Highway,Vancouver,Walmart,604-435-6905,BC,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,V5M 2G7,-123.027,49.2593,,2013-09-16 12:34:06 UTC,2013-09-16 12:34:06 UTC
2416 Long Lake Rd,Sudbury,Walmart,705-523-1300,ON,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,6:00pm,P3E 5H5,-81.0054,46.4417,,2013-09-16 12:34:06 UTC,2013-09-16 12:34:06 UTC
1205 Prosperity Way,Williams Lake,Walmart,250-305-6868,BC,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,V2G 0A5,-122.134,52.1147,,2013-09-16 12:34:07 UTC,2013-09-16 12:34:07 UTC
90 Dundas Street East,Waterdown,Walmart,905-690-7090,ON,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,L0R 2H2,-79.9113,43.3176,,2013-09-16 12:34:07 UTC,2013-09-16 12:34:07 UTC
500 Copper Creek Drive,Markham,Walmart,905-472-9582,ON,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,8:00am,10:00pm,L6B 0S1,-79.2151,43.869,,2013-09-16 12:34:07 UTC,2013-09-16 12:34:07 UTC
1375 Baseline Rd,Ottawa,Walmart,613-224-2664,ON,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,K2C 0A8,-75.7364,45.363,,2013-09-16 12:34:07 UTC,2013-09-16 12:34:07 UTC
100 The Boardwalk,Kitchener,Walmart,519-745-1800,ON,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,N2N 0B1,,-80.5574,,2013-09-16 12:34:07 UTC,2013-09-16 12:34:07 UTC
